Title,Year,Authors,URL,DOI,Source,Abstract
Multi-Agent Deep Reinforcement Learning for Dynamic Power Allocation in Wireless Networks,2019,"Yasar Sinan Nasir, Dongning Guo",https://doi.org/10.1109/jsac.2019.2933973,10.1109/jsac.2019.2933973,Google Scholar,"This work demonstrates the potential of deep reinforcement learning techniques for transmit power control in wireless networks. Existing techniques typically find near-optimal power allocations by solving a challenging optimization problem. Most of these algorithms are not scalable to large networks in real-world scenarios because of their computational complexity and instantaneous cross-cell channel state information (CSI) requirement. In this paper, a distributively executed dynamic power allocation scheme is developed based on model-free deep reinforcement learning. Each transmitter collects CSI and quality of service (QoS) information from several neighbors and adapts its own transmit power accordingly. The objective is to maximize a weighted sum-rate utility function, which can be particularized to achieve maximum sum-rate or proportionally fair scheduling. Both random variations and delays in the CSI are inherently addressed using deep Q-learning. For a typical network architecture, the proposed algorithm is shown to achieve near-optimal power allocation in real time based on delayed CSI measurements available to the agents. The proposed scheme is especially suitable for practical scenarios where the system model is inaccurate and CSI delay is non-negligible."
Distributed Power Control for Large Energy Harvesting Networks: A Multi-Agent Deep Reinforcement Learning Approach,2019,"Mohit Kumar Sharma, Alessio Zappone, Mohamad Assaad, Mérouane Debbah, Spyridon Vassilaras",https://doi.org/10.1109/tccn.2019.2949589,10.1109/tccn.2019.2949589,Google Scholar,"In this paper, we develop a multi-agent reinforcement learning (MARL) framework to obtain online power control policies for a large energy harvesting (EH) multiple access channel, when only causal information about the EH process and wireless channel is available. In the proposed framework, we model the online power control problem as a discrete-time mean-field game (MFG), and analytically show that the MFG has a unique stationary solution. Next, we leverage the fictitious play property of the mean-field games, and the deep reinforcement learning technique to learn the stationary solution of the game, in a completely distributed fashion. We analytically show that the proposed procedure converges to the unique stationary solution of the MFG. This, in turn, ensures that the optimal policies can be learned in a completely distributed fashion. In order to benchmark the performance of the distributed policies, we also develop a deep neural network (DNN) based centralized as well as distributed online power control schemes. Our simulation results show the efficacy of the proposed power control policies. In particular, the DNN based centralized power control policies provide a very good performance for large EH networks for which the design of optimal policies is intractable using the conventional methods such as Markov decision processes. Further, performance of both the distributed policies is close to the throughput achieved by the centralized policies."
Multi-Agent Deep Reinforcement Learning for Distributed Resource Management in Wirelessly Powered Communication Networks,2020,"Sangwon Hwang, Hanjin Kim, Hoon Lee, Inkyu Lee",https://doi.org/10.1109/tvt.2020.3029609,10.1109/tvt.2020.3029609,Google Scholar,"This paper studies multi-agent deep reinforcement learning (MADRL) based resource allocation methods for multi-cell wireless powered communication networks (WPCNs) where multiple hybrid access points (H-APs) wirelessly charge energy-limited users to collect data from them. We design a distributed reinforcement learning strategy where H-APs individually determine time and power allocation variables. Unlike traditional centralized optimization algorithms which require global information collected at a central unit, the proposed MADRL technique models an H-AP as an agent producing its action based only on its own locally observable states. Numerical results verify that the proposed approach can achieve comparable performance of the centralized algorithms."
Federated Multi-Agent Deep Reinforcement Learning for Resource Allocation of Vehicle-to-Vehicle Communications,2022,"Xiang Li, Lingyun Lu, Wei Ni, Abbas Jamalipour, Dalin Zhang, et al.",https://doi.org/10.1109/tvt.2022.3173057,10.1109/tvt.2022.3173057,Google Scholar,"Dynamic topology, fast-changing channels and the time sensitivity of safety-related services present challenges to the status quo of resource allocation for cellular-underlaying vehicle-to-vehicle (V2V) communications. In this paper, we investigate a novel federated multi-agent deep reinforcement learning (FedMARL) approach for the decentralized joint optimization of channel selection and power control for V2V communication. The approach takes advantage of both deep reinforcement learning (DRL) and federated learning (FL), satisfying the reliability and delay requirements of V2V communication while maximizing the transmit rates of cellular links. Specifically, we elaborately construct individual V2V agent implement by the dueling double deep Q-network (D3QN), and design the reward function to train V2V agents collaboratively. As a result, each agent individually optimizes channel selection and power level based on its local observations, including the instantaneous channel state information (CSI) of corresponding V2V link, the instantaneous co-channel interference from the cellular link, the previous channels selections of nearby V2V pairs, and the queue backlog at the V2V transmitter. Another important aspect is that we incorporate FL to alleviate the training instability problem induced by cooperative multi-agent environment. The local DRL models of different V2V agents are federated periodically, addressing the limitations of partial observability on the entire network status for individual agent, and accelerating the training process of multi-agent learning. Validated via simulations, the proposed FedMARL scheme shows superiority to the baselines in terms of the cellular sum-rate and the V2V packet delivery rate."
Multi-Agent Deep Reinforcement Learning-Based Distributed Optimal Generation Control of DC Microgrids,2023,"Zhen Fan, Wei Zhang, Wenxin Liu",https://doi.org/10.1109/tsg.2023.3237200,10.1109/tsg.2023.3237200,Google Scholar,"Optimal generation allocation is customarily applied to the DC microgrids to enable optimal operation. Conventionally, the optimization is implemented periodically to obtain the optimal bus voltage or output power references for given operating conditions, which will unavoidably deviate from the actual ones. Since slight disturbances such as load changes will trigger real-time control adjustments, hence, the overall cost will increase due to the disconnect between optimization and real-time control. To overcome this issue, it is preferable to directly apply the optimal control method to render an optimal time path of control actions in real-time. This paper has studied the optimal generation control problem as a constrained non-convex problem with non-linearity. DRL has been successfully applied to solve such problems without mathematically modeling the actual system; the links between states and actions are discovered via ongoing environmental interactions, decreasing the reliance on system parameter information. This paper also showed that TD3-based optimal control could be applied to DC microgrids using a monotonical policy gradient search approach. Furthermore, DRL’s distributed training and execution framework is designed to realize real-time distributed control. The data sampling, storage, and experience buffer initialization strategy are customized to improve learning efficiency. The case study demonstrated its effectiveness."
A Collaborative Multi-Agent Deep Reinforcement Learning-Based Wireless Power Allocation With Centralized Training and Decentralized Execution,2024,"Amna Kopic, Erma Perenda, Haris Gacanin",https://doi.org/10.1109/tcomm.2024.3409530,10.1109/tcomm.2024.3409530,Google Scholar,"Despite the success of Deep Reinforcement Learning (DRL) in radio-resource management within multi-cell wireless networks, applying it to power allocation in ultra-dense 5G and beyond networks poses challenges. While existing multi-agent DRL-based methods often adopt a fully centralized approach, they often overlook communication overhead costs. In this paper, we model a multi-cell network as a collaborative multi-agent DRL system, implementing a centralized training-decentralized execution approach for accurate and real-time decision-making, thereby eliminating communication overhead during execution. We carefully design the DRL agents’ input observations, actions, and rewards to address potential impractical power allocation policies in multi-carrier systems and ensure strict compliance with transmit power constraints. Through extensive simulations, we assess the sensitivity of the proposed DRL-based power allocation to various exploration methods and system parameters. Results indicate superior performance of DRL-based power allocation with continuous action space in complex network environments. Conversely, simpler network settings with fewer subcarriers and users require fewer power allocation actions, ensuring rapid convergence. By leveraging a fast exploration rate, DRL-based power allocation with discrete action space outperforms conventional algorithms, achieving a 36% relative sum rate increase within 60,000 training episodes."
Trajectory Optimization and Power Allocation for Multi-UAV Wireless Networks: A Communication-Based Multi-Agent Deep Reinforcement Learning Approach,2025,"Zimeng Yuan, Yuanguo Bi, Yanbo Fan, Yuheng Liu, Lianbo Ma, et al.",https://doi.org/10.1109/tc.2025.3587976,10.1109/tc.2025.3587976,Google Scholar,"Unmanned Aerial Vehicles (UAVs) play a crucial role in next-generation mobile communication systems, serving as aerial base stations to provide services when ground base stations fail to meet coverage requirements. However, trajectory planning and power allocation for collaborative UAVs as Aerial Base Stations (UAV-ABSs) face several challenges, including energy limitations, flight time constraints, high optimization complexity due to dynamic environment interactions, and insufficient decision-making information. To address these challenges, this paper proposes a multi-agent reinforcement learning algorithm, namely Communication Actor Centralized Attention Critic Algorithm (CATEN), to jointly optimize the flight trajectory and power allocation strategies of UAV-ABSs. The proposed algorithm aims to maximize the number of users meeting Quality of Service (QoS) requirements while minimizing UAV-ABSs energy consumption. To achieve this, firstly, an information sharing mechanism is designed to improve the collaboration efficiency among UAV-ABSs. It leverages distributed storage, intelligent scheduling of UAV-ABSs interaction experiences, and gating units to enhance information screening and fusion. Secondly, a multihead attention critic network is proposed to capture correlations among UAV-ABSs from different subspaces. This allows the network to prioritize value information, reduce redundancy, and strengthen UAV-ABSs collaboration and decision-making capabilities. Simulation results demonstrate that CATEN achieves better performance in terms of the number of served users and energy consumption compared to existing algorithms, exhibiting good robustness and adaptability in dynamic environments."
Request delay and survivability optimization for software defined‐wide area networking (SD‐WAN) using multi‐agent deep reinforcement learning,2023,"Mohamed Amine Ouamri, Mohamed Azni, Daljeet Singh, Waleed Almughalles, Mohammed Saleh Ali Muthanna",https://doi.org/10.1002/ett.4776,10.1002/ett.4776,Google Scholar,"Abstract Data exchange between headquarters and local branches represents a major challenge issue for business success. For this issue, traditional solutions applied to wide area networks (WAN) remain unrealistic and require a good knowledge of the systems. Recently, software‐defined wide area networking (SD‐WAN) plays a pivotal role and constitutes, in general, a reliable solution for wide area networking. Compared to the classical WAN, SD‐WAN decouples the control plane from gateway devices. Moreover, SD‐WAN are based on centralized WAN management with dynamic reconfiguration, allowing it to control the entire service requirements. Nevertheless, traffic management is the most usual metric in SD‐WAN. It gives a clear indication on propagation latency, request delay and survivability; that is, network connectivity. In this article, to guarantee an efficient quality of service and deal with the increased delay problem, we investigate the problem of joint optimization of average request delay and survivability in the proposed SD‐WAN model. The optimization approaches are formulated so as to minimize the average request delay and maximize the network connectivity. Subsequently, we adopt a multi‐agent deep Q‐Network algorithm to solve it, where the reward function is reformulated based on the optimization objective. Simulation results show that our strategy improves the system's performance significantly in terms of request delay and survivability, compared to traditional baseline algorithms."
Multi-Agent Deep Reinforcement Learning to Enable Dynamic TDD in a Multi-Cell Environment,2023,"Karim Boutiba, Miloud Bagaa, Adlen Ksentini",https://doi.org/10.1109/tmc.2023.3315961,10.1109/tmc.2023.3315961,Google Scholar,"Dynamic Time Division Duplex (D-TDD) is a promising solution to address newly emerging 5G and 6G services characterized by asymmetric and dynamic uplink (UL) and downlink (DL) traffic demands. However, there are two major issues: (i) determining the TDD scheme (i.e., the number of slots devoted to UL and DL) to meet the dynamic traffic demands of the Users Equipment (UE); (ii) cross-link interference between cells that use different TDD schemes. The 3GPP standard neither specifies algorithms or solutions to derive the TDD configuration nor solves the cross-link interference. To fill this gap, we model the dynamic TDD problem in 5G NR as a linear programming problem. Then, we design Multi-Agent Deep Reinforcement Learning based 5G RAN TDD Pattern (MADRP), a fully decentralized solution based on the Multi-Agent Deep Reinforcement Learning (MADRL) approach. Based on the simulation results, the algorithm effectively prevents buffer overflows, avoids cross-link interference, and adapts to changes in the traffic pattern, ensuring its versatility. We compared our solution with the optimal solution and different static TDD configurations. We found that MADRP outperforms the static TDD configurations. We finally discuss the algorithm's limitations in terms of the number of cells, traffic variance, and cross-link interference probability."
Interference-Aware K-Step Reachable Communication in Multi-Agent Reinforcement Learning (2026),2026,"Ziyu Cheng, Jinsheng Ren, Zhouxian Jiang, Chenzhihang Li, Rongye Shi, Bin Liang, Jun Yang",http://arxiv.org/abs/2603.15054v1,10.48550/arxiv.2603.15054,arXiv,"Effective communication is pivotal for addressing complex collaborative tasks in multi-agent reinforcement learning (MARL). Yet, limited communication bandwidth and dynamic, intricate environmental topologies present significant challenges in identifying high-value communication partners. Agents must consequently select collaborators under uncertainty, lacking a priori knowledge of which partners can deliver task-critical information. To this end, we propose Interference-Aware K-Step Reachable Communication (IA-KRC), a novel framework that enhances cooperation via two core components: (1) a K-Step reachability protocol that confines message passing to physically accessible neighbors, and (2) an interference-prediction module that optimizes partner choice by minimizing interference while maximizing utility. Compared to existing methods, IA-KRC enables substantially more persistent and efficient cooperation despite environmental interference. Comprehensive evaluations confirm that IA-KRC achieves superior performance compared to state-of-the-art baselines, while demonstrating enhanced robustness and scalability in complex topological and highly dynamic multi-agent scenarios."
A Survey of Multi-Agent Deep Reinforcement Learning with Communication (2022),2022,"Changxi Zhu, Mehdi Dastani, Shihan Wang",http://arxiv.org/abs/2203.08975v2,10.1007/s10458-023-09633-6,arXiv,"Abstract Communication is an effective mechanism for coordinating the behaviors of multiple agents, broadening their views of the environment, and to support their collaborations. In the field of multi-agent deep reinforcement learning (MADRL), agents can improve the overall learning performance and achieve their objectives by communication. Agents can communicate various types of messages, either to all agents or to specific agent groups, or conditioned on specific constraints. With the growing body of research work in MADRL with communication (Comm-MADRL), there is a lack of a systematic and structural approach to distinguish and classify existing Comm-MADRL approaches. In this paper, we survey recent works in the Comm-MADRL field and consider various aspects of communication that can play a role in designing and developing multi-agent reinforcement learning systems. With these aspects in mind, we propose 9 dimensions along which Comm-MADRL approaches can be analyzed, developed, and compared. By projecting existing works into the multi-dimensional space, we discover interesting trends. We also propose some novel directions for designing future Comm-MADRL systems through exploring possible combinations of the dimensions."
"ACCNet: Actor-Coordinator-Critic Net for ""Learning-to-Communicate"" with Deep Multi-agent Reinforcement Learning (2017)",2017,"Hangyu Mao, Zhibo Gong, Yan Ni, Zhen Xiao",http://arxiv.org/abs/1706.03235v3,10.48550/arxiv.1706.03235,arXiv,"Communication is a critical factor for the big multi-agent world to stay organized and productive. Typically, most previous multi-agent ""learning-to-communicate"" studies try to predefine the communication protocols or use technologies such as tabular reinforcement learning and evolutionary algorithm, which can not generalize to changing environment or large collection of agents. In this paper, we propose an Actor-Coordinator-Critic Net (ACCNet) framework for solving ""learning-to-communicate"" problem. The ACCNet naturally combines the powerful actor-critic reinforcement learning technology with deep learning technology. It can efficiently learn the communication protocols even from scratch under partially observable environment. We demonstrate that the ACCNet can achieve better results than several baselines under both continuous and discrete action space environments. We also analyse the learned protocols and discuss some design considerations."
Multi-agent Deep Reinforcement Learning with Extremely Noisy Observations (2018),2018,"Ozsel Kilinc, Giovanni Montana",http://arxiv.org/abs/1812.00922v1,10.48550/arxiv.1812.00922,arXiv,"Multi-agent reinforcement learning systems aim to provide interacting agents with the ability to collaboratively learn and adapt to the behaviour of other agents. In many real-world applications, the agents can only acquire a partial view of the world. Here we consider a setting whereby most agents' observations are also extremely noisy, hence only weakly correlated to the true state of the environment. Under these circumstances, learning an optimal policy becomes particularly challenging, even in the unrealistic case that an agent's policy can be made conditional upon all other agents' observations. To overcome these difficulties, we propose a multi-agent deep deterministic policy gradient algorithm enhanced by a communication medium (MADDPG-M), which implements a two-level, concurrent learning mechanism. An agent's policy depends on its own private observations as well as those explicitly shared by others through a communication medium. At any given point in time, an agent must decide whether its private observations are sufficiently informative to be shared with others. However, our environments provide no explicit feedback informing an agent whether a communication action is beneficial, rather the communication policies must also be learned through experience concurrently to the main policies. Our experimental results demonstrate that the algorithm performs well in six highly non-stationary environments of progressively higher complexity, and offers substantial performance gains compared to the baselines."
Variational Policy Propagation for Multi-agent Reinforcement Learning (2020),2020,"Chao Qu, Hui Li, Chang Liu, Junwu Xiong, James Zhang, Wei Chu, Weiqiang Wang, Yuan Qi, Le Song",http://arxiv.org/abs/2004.08883v4,10.48550/arxiv.2004.08883,arXiv,"We propose a \emph{collaborative} multi-agent reinforcement learning algorithm named variational policy propagation (VPP) to learn a \emph{joint} policy through the interactions over agents. We prove that the joint policy is a Markov Random Field under some mild conditions, which in turn reduces the policy space effectively. We integrate the variational inference as special differentiable layers in policy such that the actions can be efficiently sampled from the Markov Random Field and the overall policy is differentiable. We evaluate our algorithm on several large scale challenging tasks and demonstrate that it outperforms previous state-of-the-arts."
Learning Bilateral Team Formation in Cooperative Multi-Agent Reinforcement Learning (2025),2025,"Koorosh Moslemi, Chi-Guhn Lee",http://arxiv.org/abs/2506.20039v1,10.48550/arxiv.2506.20039,arXiv,"Team formation and the dynamics of team-based learning have drawn significant interest in the context of Multi-Agent Reinforcement Learning (MARL). However, existing studies primarily focus on unilateral groupings, predefined teams, or fixed-population settings, leaving the effects of algorithmic bilateral grouping choices in dynamic populations underexplored. To address this gap, we introduce a framework for learning two-sided team formation in dynamic multi-agent systems. Through this study, we gain insight into what algorithmic properties in bilateral team formation influence policy performance and generalization. We validate our approach using widely adopted multi-agent scenarios, demonstrating competitive performance and improved generalization in most scenarios."
